Game;;Result;Moves;Year;Event/Locale;Opening
780. Kasparov vs J Pomes Marcet;;1-0;37;1988;Cup World;A81 Dutch
781. Kasparov vs C Moggi;;1-0;42;1988;Simul;E60 King's Indian Defense
782. Hort vs Kasparov;;0-1;35;1988;Cologne;D02 Queen's Pawn Game
783. Hort vs Kasparov;;0-1;50;1988;Cologne m;D34 Queen's Gambit Declined, Tarrasch
784. Kasparov vs Hort;;½-½;24;1988;Koln 46/(23);A25 English
785. Kasparov vs M Felder;;1-0;34;1988;Simul;D85 Grunfeld
786. Kasparov vs P Schuerer;;1-0;16;1988;Simul;D15 Queen's Gambit Declined Slav
787. Kasparov vs F Maeser;;½-½;55;1988;Simul;E75 King's Indian, Averbakh, Main line
788. Kasparov vs B Hund;;1-0;63;1988;Simul;A30 English, Symmetrical
789. Kasparov vs Holzke;;0-1;30;1988;Simul;B07 Pirc
790. Kasparov vs B Lorenz;;½-½;57;1988;Dusseldorf sim-26;D35 Queen's Gambit Declined
791. Kasparov vs Dlugy;;0-1;35;1988;World Blitz Championship;E91 King's Indian
792. K Georgiev vs Kasparov;;1-0;53;1988;World Blitz Championship;A15 English
793. Dlugy vs Kasparov;;1-0;53;1988;World Blitz Championship;B07 Pirc
794. Dlugy vs Kasparov;;0-1;38;1988;Wch blitz;D86 Grunfeld, Exchange
795. Kasparov vs D Hausrath;;1-0;53;1988;Dusseldorf sim-26;D02 Queen's Pawn Game
796. K Georgiev vs Kasparov;;1-0;65;1988;Wch blitz;A15 English
797. Kasparov vs Hennie Maliangkay;;0-1;46;1988;Simul;E73 King's Indian
798. Kasparov vs Adams;;0-1;37;1988;Global satellite simul, 10b;E11 Bogo-Indian Defense
799. Kasparov vs G Gonda;;1-0;38;1988;Global satellite simul, 10b;D32 Queen's Gambit Declined, Tarrasch
800. Kasparov vs R Hamilton;;1-0;43;1988;Global satellite simul, 10b;A39 English, Symmetrical, Main line with d4
Game;;Result;Moves;Year;Event/Locale;Opening
801. Kasparov vs D Savereide;;1-0;36;1988;Global satellite simul, 10b;A30 English, Symmetrical
802. Kasparov vs R Hamilton;;1-0;43;1988;Global satellite simul, 10b;A39 English, Symmetrical, Main line with d4
803. Kasparov vs E Gueye;;1-0;24;1988;Global satellite simul, 10b;A90 Dutch
804. Kasparov vs G Gonda;;1-0;38;1988;Global satellite simul, 10b;D32 Queen's Gambit Declined, Tarrasch
805. Kasparov vs E Arlandi;;1-0;26;1988;Global satellite simul, 10b;A33 English, Symmetrical
806. Kasparov vs R Weemaes;;1-0;25;1988;Global satellite simul, 10b;A18 English, Mikenas-Carls
807. Kasparov vs M Ulybin;;½-½;40;1988;Global satellite simul, 10b;A30 English, Symmetrical
808. Kasparov vs K Georgiev;;½-½;78;1988;Wch-blitz;A29 English, Four Knights, Kingside Fianchetto
809. V Rao vs Kasparov;;0-1;51;1988;Kasparov Clock simul, 6b New York;D97 Grunfeld, Russian
810. D Edelman vs Kasparov;;½-½;14;1988;Kasparov Clock simul, 6b New York;B33 Sicilian
811. A Fishbein vs Kasparov;;½-½;63;1988;Kasparov Clock simul, 6b New York;B33 Sicilian
812. Kasparov vs P Wolff;;0-1;25;1988;Kasparov Clock simul, 6b New York;A20 English
813. Kasparov vs I Gurevich;;1-0;49;1988;Kasparov Clock simul, 6b New York;E63 King's Indian, Fianchetto, Panno Variation
814. Kasparov vs S Rachels;;1-0;42;1988;Kasparov Clock simul, 6b New York;A57 Benko Gambit
815. Kasparov vs Van der Wiel;;1-0;31;1988;Amsterdam Optiebeurs;E12 Queen's Indian
816. Kasparov vs Timman;;½-½;25;1988;Amsterdam Optiebeurs;D37 Queen's Gambit Declined
817. Karpov vs Kasparov;;½-½;37;1988;Amsterdam Optiebeurs;D76 Neo-Grunfeld, 6.cd Nxd5, 7.O-O Nb6
818. Van der Wiel vs Kasparov;;½-½;17;1988;Amsterdam Optiebeurs;B83 Sicilian
819. Kasparov vs Karpov;;1-0;39;1988;Amsterdam Optiebeurs;B17 Caro-Kann, Steinitz Variation
820. Timman vs Kasparov;;½-½;45;1988;Amsterdam Optiebeurs;D82 Grunfeld, 4.Bf4
821. Kasparov vs Van der Wiel;;1-0;45;1988;Amsterdam Optiebeurs;E12 Queen's Indian
822. Kasparov vs Timman;;1-0;55;1988;Amsterdam Optiebeurs;D18 Queen's Gambit Declined Slav, Dutch
823. Karpov vs Kasparov;;½-½;58;1988;Amsterdam Optiebeurs;D87 Grunfeld, Exchange
824. Van der Wiel vs Kasparov;;0-1;44;1988;Amsterdam Optiebeurs;B90 Sicilian, Najdorf
825. Kasparov vs Karpov;;1-0;63;1988;Amsterdam Optiebeurs;B17 Caro-Kann, Steinitz Variation
Game;;Result;Moves;Year;Event/Locale;Opening
826. Timman vs Kasparov;;½-½;24;1988;Amsterdam Optiebeurs;D82 Grunfeld, 4.Bf4
827. Yusupov vs Kasparov;;0-1;60;1988;Belfort World Cup;A48 King's Indian
828. Kasparov vs J Nogueiras;;1-0;29;1988;Belfort World Cup;D30 Queen's Gambit Declined
829. Ribli vs Kasparov;;½-½;13;1988;Belfort World Cup;B39 Sicilian, Accelerated Fianchetto, Breyer Variation
830. Kasparov vs Huebner;;½-½;38;1988;Belfort World Cup;D10 Queen's Gambit Declined Slav
831. Timman vs Kasparov;;0-1;45;1988;Belfort World Cup;D82 Grunfeld, 4.Bf4
832. Kasparov vs Speelman;;½-½;41;1988;Belfort World Cup;A41 Queen's Pawn Game (with ...d6)
833. Spassky vs Kasparov;;½-½;41;1988;Belfort World Cup;A49 King's Indian, Fianchetto without c4
834. Kasparov vs Hjartarson;;½-½;44;1988;Belfort World Cup;A20 English
835. Ljubojevic vs Kasparov;;0-1;39;1988;Belfort World Cup;B81 Sicilian, Scheveningen, Keres Attack
836. Kasparov vs Andersson;;1-0;38;1988;Belfort World Cup;D36 Queen's Gambit Declined, Exchange, Positional line, 6.Qc2
837. Beliavsky vs Kasparov;;0-1;29;1988;Belfort World Cup;D97 Grunfeld, Russian
838. Kasparov vs Ehlvest;;1-0;34;1988;Belfort World Cup;E12 Queen's Indian
839. Short vs Kasparov;;0-1;40;1988;Belfort World Cup;B80 Sicilian, Scheveningen
840. Yusupov vs Kasparov;;½-½;31;1988;USSR Championship;D86 Grunfeld, Exchange
841. Gavrikov vs Kasparov;;½-½;40;1988;USSR Championship;E97 King's Indian
842. M Gurevich vs Kasparov;;0-1;32;1988;USSR Championship;D97 Grunfeld, Russian
843. Kasparov vs A Sokolov;;½-½;32;1988;USSR Championship;A29 English, Four Knights, Kingside Fianchetto
844. Kasparov vs Ivanchuk;;1-0;24;1988;USSR Championship;A29 English, Four Knights, Kingside Fianchetto
845. Karpov vs Kasparov;;1-0;38;1988;Belfort World Cup;D87 Grunfeld, Exchange
846. Kasparov vs A Sokolov;;1-0;42;1988;Belfort World Cup;A19 English, Mikenas-Carls, Sicilian Variation
847. Kasparov vs A Pablo Marin;;1-0;37;1988;Simul, 7b;E69 King's Indian, Fianchetto, Classical Main line
848. Kasparov vs De la Riva Aguado;;1-0;35;1988;Simul, 7b;A16 English
849. Vaganian vs Kasparov;;½-½;34;1988;USSR Championship;E92 King's Indian
850. Kasparov vs V Eingorn;;½-½;20;1988;USSR Championship;D35 Queen's Gambit Declined
Game;;Result;Moves;Year;Event/Locale;Opening
851. Kasparov vs Smyslov;;½-½;20;1988;USSR Championship;D37 Queen's Gambit Declined
852. Kasparov vs V Malaniuk;;½-½;21;1988;USSR Championship;A81 Dutch
853. Kasparov vs Salov;;1-0;58;1988;USSR Championship;A29 English, Four Knights, Kingside Fianchetto
854. Kasparov vs Smirin;;1-0;41;1988;USSR Championship;E97 King's Indian
855. Yudasin vs Kasparov;;0-1;30;1988;USSR Championship;B82 Sicilian, Scheveningen
856. Ehlvest vs Kasparov;;½-½;42;1988;USSR Championship;B82 Sicilian, Scheveningen
857. Khalifman vs Kasparov;;½-½;34;1988;USSR Championship;B80 Sicilian, Scheveningen
858. Vaganian vs Kasparov;;½-½;34;1988;USSR Championship;E92 King's Indian
859. Kasparov vs A V Kharitonov;;1-0;35;1988;USSR Championship;C07 French, Tarrasch
860. Karpov vs Kasparov;;½-½;30;1988;USSR Championship;E32 Nimzo-Indian, Classical
861. Yusupov vs Kasparov;;½-½;21;1988;Reykjavik World Cup;D85 Grunfeld
862. Kasparov vs Andersson;;1-0;44;1988;Reykjavik World Cup;D36 Queen's Gambit Declined, Exchange, Positional line, 6.Qc2
863. Speelman vs Kasparov;;½-½;17;1988;Reykjavik World Cup;A49 King's Indian, Fianchetto without c4
864. Kasparov vs Ribli;;½-½;18;1988;Reykjavik World Cup;E12 Queen's Indian
865. Portisch vs Kasparov;;½-½;46;1988;Reykjavik World Cup;D76 Neo-Grunfeld, 6.cd Nxd5, 7.O-O Nb6
866. Kasparov vs Hjartarson;;1-0;56;1988;Reykjavik World Cup;E32 Nimzo-Indian, Classical
867. A Sokolov vs Kasparov;;1-0;43;1988;Reykjavik World Cup;B93 Sicilian, Najdorf, 6.f4
868. Petursson vs Kasparov;;½-½;26;1988;Reykjavik World Cup;E73 King's Indian
869. Kasparov vs Tal;;½-½;42;1988;Reykjavik World Cup;D17 Queen's Gambit Declined Slav
870. Korchnoi vs Kasparov;;0-1;43;1988;Reykjavik World Cup;D86 Grunfeld, Exchange
871. Kasparov vs Nunn;;½-½;41;1988;Reykjavik World Cup;E92 King's Indian
872. Spassky vs Kasparov;;½-½;19;1988;Reykjavik World Cup;B25 Sicilian, Closed
873. Kasparov vs Beliavsky;;½-½;62;1988;Reykjavik World Cup;C85 Ruy Lopez, Exchange Variation Doubly Deferred (DERLD)
874. Timman vs Kasparov;;0-1;45;1988;Reykjavik World Cup;E88 King's Indian, Samisch, Orthodox, 7.d5 c6
875. Kasparov vs Sax;;1-0;38;1988;Reykjavik World Cup;E32 Nimzo-Indian, Classical
Game;;Result;Moves;Year;Event/Locale;Opening
876. Ehlvest vs Kasparov;;0-1;25;1988;Reykjavik World Cup;A28 English
877. Kasparov vs P Nikolic;;½-½;24;1988;Reykjavik World Cup;D18 Queen's Gambit Declined Slav, Dutch
878. Kasparov vs C van de Vlierd;;1-0;34;1988;Simul;B18 Caro-Kann, Classical
879. Kasparov vs H E Balloe;;1-0;40;1988;Simul;E16 Queen's Indian
880. E Torre vs Kasparov;;0-1;42;1988;Thessaloniki Olympiad;A48 King's Indian
881. Kasparov vs D H Campora;;1-0;36;1988;Thessaloniki Olympiad;D35 Queen's Gambit Declined
882. Gheorghiu vs Kasparov;;0-1;36;1988;Thessaloniki Olympiad;E88 King's Indian, Samisch, Orthodox, 7.d5 c6
883. Hjartarson vs Kasparov;;½-½;54;1988;Thessaloniki Olympiad;B80 Sicilian, Scheveningen
884. Kasparov vs Short;;1-0;23;1988;Thessaloniki Olympiad;D31 Queen's Gambit Declined
885. Ljubojevic vs Kasparov;;0-1;51;1988;Thessaloniki Olympiad;A10 English
886. Kasparov vs Seirawan;;1-0;38;1988;Thessaloniki Olympiad;D21 Queen's Gambit Accepted
887. Portisch vs Kasparov;;½-½;23;1988;Thessaloniki Olympiad;D76 Neo-Grunfeld, 6.cd Nxd5, 7.O-O Nb6
888. C Hansen vs Kasparov;;½-½;40;1988;Thessaloniki Olympiad;D76 Neo-Grunfeld, 6.cd Nxd5, 7.O-O Nb6
889. Kasparov vs K Georgiev;;1-0;61;1988;Thessaloniki Olympiad;E37 Nimzo-Indian, Classical
890. Speelman vs Kasparov;;0-1;39;1988;Madrid Rapid;E92 King's Indian
891. Andersson vs Kasparov;;½-½;65;1988;Madrid Rapid;A10 English
892. Portisch vs Kasparov;;½-½;69;1988;Madrid Rapid;A34 English, Symmetrical
893. Korchnoi vs Kasparov;;½-½;30;1988;Madrid Rapid;E73 King's Indian
894. Kasparov vs Illescas Cordoba;;1-0;48;1988;Madrid Rapid;A43 Old Benoni
895. Kasparov vs Hjartarson;;1-0;32;1988;Madrid Rapid;E32 Nimzo-Indian, Classical
896. Kasparov vs Ljubojevic;;½-½;52;1988;Madrid Rapid;D36 Queen's Gambit Declined, Exchange, Positional line, 6.Qc2
897. Kasparov vs J Nogueiras;;½-½;40;1988;Madrid Rapid;B10 Caro-Kann
898. Kasparov vs Kouatly;;½-½;51;1988;Kasparov Simul, 6b Evry;A15 English
899. J Koch vs Kasparov;;0-1;50;1988;Kasparov Simul, 6b Evry;B45 Sicilian, Taimanov
900. Kasparov vs A Haik;;1-0;49;1988;Kasparov Simul, 6b Evry;A41 Queen's Pawn Game (with ...d6)
Game;;Result;Moves;Year;Event/Locale;Opening
901. Kasparov vs Miralles;;1-0;50;1988;Kasparov Simul, 6b Evry;E20 Nimzo-Indian
902. M Sharif vs Kasparov;;1-0;31;1988;Kasparov Simul, 6b Evry;B82 Sicilian, Scheveningen
903. G Bellet vs Kasparov;;0-1;27;1988;Kasparov Simul, 6b Evry;B90 Sicilian, Najdorf
904. Dalyell vs Kasparov;;0-1;28;1989;Kasparov sim;A00 Uncommon Opening
905. Kasparov vs Speelman;;0-1;47;1989;London;A81 Dutch
906. J L Hanley vs Kasparov;;0-1;37;1989;Simul;B20 Sicilian
907. Kasparov vs Ribli;;½-½;40;1989;Barcelona World Cup;D39 Queen's Gambit Declined, Ragozin, Vienna Variation
908. Kasparov vs P Nikolic;;½-½;37;1989;Barcelona World Cup;E37 Nimzo-Indian, Classical
909. Yusupov vs Kasparov;;1-0;41;1989;Barcelona World Cup;E92 King's Indian
910. Kasparov vs Seirawan;;½-½;29;1989;Barcelona World Cup;E87 King's Indian, Samisch, Orthodox
911. Korchnoi vs Kasparov;;0-1;55;1989;Barcelona World Cup;E97 King's Indian
912. Kasparov vs Huebner;;½-½;16;1989;Barcelona World Cup;D17 Queen's Gambit Declined Slav
913. Hjartarson vs Kasparov;;½-½;60;1989;Barcelona World Cup;D76 Neo-Grunfeld, 6.cd Nxd5, 7.O-O Nb6
914. Kasparov vs Short;;1-0;51;1989;Barcelona World Cup;A20 English
915. Ljubojevic vs Kasparov;;½-½;17;1989;Barcelona World Cup;D76 Neo-Grunfeld, 6.cd Nxd5, 7.O-O Nb6
916. Kasparov vs Speelman;;1-0;25;1989;Barcelona World Cup;B06 Robatsch
917. Beliavsky vs Kasparov;;0-1;61;1989;Barcelona World Cup;B83 Sicilian
918. Kasparov vs Salov;;1-0;29;1989;Barcelona World Cup;A15 English
919. Vaganian vs Kasparov;;½-½;43;1989;Barcelona World Cup;A15 English
920. J Nogueiras vs Kasparov;;½-½;29;1989;Barcelona World Cup;E77 King's Indian
921. Illescas Cordoba vs Kasparov;;0-1;86;1989;Barcelona World Cup;B83 Sicilian
922. Kasparov vs Spassky;;1-0;52;1989;Barcelona World Cup;D35 Queen's Gambit Declined
923. Kasparov vs D Tebb;;0-1;31;1989;Simul;E94 King's Indian, Orthodox
924. Kasparov vs J Koch;;½-½;25;1989;Kasparov Simul, 6b Evry;A04 Reti Opening
925. Kasparov vs M Sharif;;1-0;38;1989;Kasparov Simul, 6b Evry;A17 English
Game;;Result;Moves;Year;Event/Locale;Opening
926. A Haik vs Kasparov;;½-½;39;1989;Kasparov Simul, 6b Evry;E77 King's Indian
927. Kasparov vs M Sharif;;1-0;38;1989;Kasparov Simul, 6b Evry;A17 English
928. Kouatly vs Kasparov;;0-1;31;1989;Kasparov Simul, 6b Evry;E92 King's Indian
929. Kasparov vs J Koch;;½-½;25;1989;Kasparov Simul, 6b Evry;A04 Reti Opening
930. Short vs Kasparov;;0-1;45;1989;Skelleftea World Cup;A46 Queen's Pawn Game
931. Seirawan vs Kasparov;;½-½;43;1989;Skelleftea World Cup;E75 King's Indian, Averbakh, Main line
932. Kasparov vs Salov;;½-½;17;1989;Skelleftea World Cup;E17 Queen's Indian
933. Kasparov vs Nunn;;½-½;42;1989;Skelleftea World Cup;E92 King's Indian
934. Kasparov vs Huebner;;½-½;60;1989;Skelleftea World Cup;D20 Queen's Gambit Accepted
935. Kasparov vs Andersson;;½-½;35;1989;Skelleftea World Cup;E32 Nimzo-Indian, Classical
936. Kasparov vs Korchnoi;;1-0;23;1989;Skelleftea World Cup;A34 English, Symmetrical
937. Portisch vs Kasparov;;0-1;62;1989;Skelleftea World Cup;D35 Queen's Gambit Declined
938. Kasparov vs Vaganian;;1-0;43;1989;Skelleftea World Cup;A33 English, Symmetrical
939. Ehlvest vs Kasparov;;½-½;23;1989;Skelleftea World Cup;B90 Sicilian, Najdorf
940. Sax vs Kasparov;;½-½;31;1989;Skelleftea World Cup;B93 Sicilian, Najdorf, 6.f4
941. Kasparov vs Tal;;½-½;60;1989;Skelleftea World Cup;D31 Queen's Gambit Declined
942. Karpov vs Kasparov;;½-½;42;1989;Skelleftea World Cup;E97 King's Indian
943. Kasparov vs Ribli;;½-½;25;1989;Skelleftea World Cup;A30 English, Symmetrical
944. P Nikolic vs Kasparov;;½-½;68;1989;Skelleftea World Cup;D76 Neo-Grunfeld, 6.cd Nxd5, 7.O-O Nb6
945. Kasparov vs Piket;;1-0;40;1989;Interpolis 13th;B77 Sicilian, Dragon, Yugoslav Attack
946. Ljubojevic vs Kasparov;;½-½;27;1989;Interpolis 13th;B23 Sicilian, Closed
947. Kasparov vs Sax;;1-0;31;1989;Interpolis 13th;B81 Sicilian, Scheveningen, Keres Attack
948. Korchnoi vs Kasparov;;½-½;27;1989;Interpolis 13th;D76 Neo-Grunfeld, 6.cd Nxd5, 7.O-O Nb6
949. Kasparov vs Ivanchuk;;1-0;41;1989;Interpolis 13th;E15 Queen's Indian
950. Kasparov vs Hjartarson;;1-0;26;1989;Interpolis 13th;D39 Queen's Gambit Declined, Ragozin, Vienna Variation
Game;;Result;Moves;Year;Event/Locale;Opening
951. S Agdestein vs Kasparov;;0-1;24;1989;Interpolis 13th;A36 English
952. Piket vs Kasparov;;0-1;28;1989;Interpolis 13th;E99 King's Indian, Orthodox, Taimanov
953. Kasparov vs Ljubojevic;;1-0;38;1989;Interpolis 13th;E11 Bogo-Indian Defense
954. Sax vs Kasparov;;½-½;15;1989;Interpolis 13th;B52 Sicilian, Canal-Sokolsky (Rossolimo) Attack
955. Kasparov vs Korchnoi;;1-0;29;1989;Interpolis 13th;E34 Nimzo-Indian, Classical, Noa Variation
956. Ivanchuk vs Kasparov;;½-½;35;1989;Interpolis 13th;B96 Sicilian, Najdorf
957. Hjartarson vs Kasparov;;0-1;31;1989;Interpolis 13th;E60 King's Indian Defense
958. Kasparov vs S Agdestein;;1-0;30;1989;Interpolis 13th;C03 French, Tarrasch
959. Deep Thought vs Kasparov;;0-1;52;1989;New York;B22 Sicilian, Alapin
960. Kasparov vs Deep Thought;;1-0;37;1989;New York;D20 Queen's Gambit Accepted
961. Kamsky vs Kasparov;;0-1;107;1989;World Chess Challenge;C02 French, Advance
962. Kasparov vs Kamsky;;1-0;51;1989;World Chess Challenge;E06 Catalan, Closed, 5.Nf3
963. Kasparov vs V Rao;;1-0;32;1989;Simul, 8b;A29 English, Four Knights, Kingside Fianchetto
964. A Akhsharumova vs Kasparov;;0-1;30;1989;Simul, 8b;B07 Pirc
965. S Agdestein vs Kasparov;;0-1;57;1989;Belgrade Investbank;E60 King's Indian Defense
966. Yusupov vs Kasparov;;½-½;22;1989;Belgrade Investbank;D76 Neo-Grunfeld, 6.cd Nxd5, 7.O-O Nb6
967. Kasparov vs P Popovic;;1-0;39;1989;Belgrade Investbank;A15 English
968. Damljanovic vs Kasparov;;0-1;32;1989;Belgrade Investbank;A04 Reti Opening
969. Kasparov vs Timman;;½-½;48;1989;Belgrade Investbank;E11 Bogo-Indian Defense
970. Ljubojevic vs Kasparov;;0-1;37;1989;Belgrade Investbank;B96 Sicilian, Najdorf
971. Kasparov vs Ehlvest;;1-0;58;1989;Belgrade Investbank;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
972. Z Kozul vs Kasparov;;0-1;21;1989;Belgrade Investbank;E32 Nimzo-Indian, Classical
973. Kasparov vs Hjartarson;;½-½;61;1989;Belgrade Investbank;E12 Queen's Indian
974. Short vs Kasparov;;0-1;103;1989;Belgrade Investbank;B93 Sicilian, Najdorf, 6.f4
975. Kasparov vs P Nikolic;;1-0;41;1989;Belgrade Investbank;E34 Nimzo-Indian, Classical, Noa Variation
Game;;Result;Moves;Year;Event/Locale;Opening
976. Kasparov vs D Letterman;;1-0;23;1990;?;B01 Scandinavian
977. Kasparov vs A Galliamova;;1-0;44;1990;Rome;D17 Queen's Gambit Declined Slav
978. I Sokolov vs Kasparov;;0-1;48;1990;Kavala;A46 Queen's Pawn Game
979. Kasparov vs M Heintze;;1-0;51;1990;Hamburg/SW,15,14;D35 Queen's Gambit Declined
980. Gelfand vs Kasparov;;½-½;45;1990;Linares;E98 King's Indian, Orthodox, Taimanov, 9.Ne1
981. Kasparov vs Short;;1-0;48;1990;Linares;A26 English
982. Portisch vs Kasparov;;0-1;27;1990;Linares;E97 King's Indian
983. Kasparov vs Spassky;;1-0;29;1990;Linares;E34 Nimzo-Indian, Classical, Noa Variation
984. Yusupov vs Kasparov;;0-1;63;1990;Linares;E69 King's Indian, Fianchetto, Classical Main line
985. Kasparov vs Ljubojevic;;½-½;27;1990;Linares;E20 Nimzo-Indian
986. Ivanchuk vs Kasparov;;0-1;46;1990;Linares;B97 Sicilian, Najdorf
987. Gulko vs Kasparov;;1-0;54;1990;Linares;E81 King's Indian, Samisch
988. Kasparov vs Salov;;½-½;56;1990;Linares;E20 Nimzo-Indian
989. Beliavsky vs Kasparov;;½-½;41;1990;Linares;E84 King's Indian, Samisch, Panno Main line
990. Kasparov vs Illescas Cordoba;;1-0;61;1990;Linares;D34 Queen's Gambit Declined, Tarrasch
991. Kasparov vs C Hansen;;1-0;29;1990;Valdemars Castle;B07 Pirc
992. C Hansen vs Kasparov;;½-½;39;1990;Valdemars Castle;E90 King's Indian
993. Kasparov vs Korchnoi;;1-0;51;1990;Immopar Rapid;D41 Queen's Gambit Declined, Semi-Tarrasch
994. Korchnoi vs Kasparov;;½-½;26;1990;Immopar Rapid;A15 English
995. Kasparov vs Korchnoi;;½-½;31;1990;Immopar Rapid;A29 English, Four Knights, Kingside Fianchetto
996. Korchnoi vs Kasparov;;½-½;41;1990;Immopar Rapid;A15 English
997. Kasparov vs Korchnoi;;½-½;60;1990;Immopar Rapid;A25 English
998. Speelman vs Kasparov;;½-½;42;1990;Immopar Rapid;E92 King's Indian
999. Kasparov vs Speelman;;1-0;36;1990;Immopar Rapid;B07 Pirc
1000. Short vs Kasparov;;1-0;52;1990;Immopar Rapid;B21 Sicilian, 2.f4 and 2.d4
Game;;Result;Moves;Year;Event/Locale;Opening
1001. Kasparov vs Short;;1-0;50;1990;Immopar Rapid;A25 English
1002. Short vs Kasparov;;1-0;52;1990;Immopar Rapid;B21 Sicilian, 2.f4 and 2.d4
1003. Psakhis vs Kasparov;;½-½;49;1990;Training Match;E81 King's Indian, Samisch
1004. Kasparov vs Psakhis;;½-½;43;1990;Training Match;E12 Queen's Indian
1005. Psakhis vs Kasparov;;0-1;30;1990;Training Match;A10 English
1006. Psakhis vs Kasparov;;0-1;36;1990;Training Match;E81 King's Indian, Samisch
1007. Kasparov vs Psakhis;;1-0;43;1990;Training Match;A46 Queen's Pawn Game
1008. Kasparov vs Psakhis;;1-0;36;1990;Training Match;E42 Nimzo-Indian, 4.e3 c5, 5.Ne2 (Rubinstein)
1009. Karpov vs Kasparov;;½-½;30;1990;Kasparov - Karpov World Championship Match;E81 King's Indian, Samisch
1010. Kasparov vs Karpov;;1-0;44;1990;Kasparov - Karpov World Championship Match;C92 Ruy Lopez, Closed
1011. Karpov vs Kasparov;;½-½;53;1990;Kasparov - Karpov World Championship Match;E92 King's Indian
1012. Kasparov vs Karpov;;½-½;41;1990;Kasparov - Karpov World Championship Match;C92 Ruy Lopez, Closed
1013. Karpov vs Kasparov;;½-½;36;1990;Kasparov - Karpov World Championship Match;E92 King's Indian
1014. Kasparov vs Karpov;;½-½;42;1990;Kasparov - Karpov World Championship Match;C92 Ruy Lopez, Closed
1015. Karpov vs Kasparov;;1-0;44;1990;Kasparov - Karpov World Championship Match;E92 King's Indian
1016. Kasparov vs Karpov;;½-½;84;1990;Kasparov - Karpov World Championship Match;C92 Ruy Lopez, Closed
1017. Karpov vs Kasparov;;½-½;34;1990;Kasparov - Karpov World Championship Match;D85 Grunfeld
1018. Kasparov vs Karpov;;½-½;18;1990;Kasparov - Karpov World Championship Match;C43 Petrov, Modern Attack
