Game;;Result;Moves;Year;Event/Locale;Opening
Game;;Result;Moves;Year;Event/Locale;Opening
1301. Karpov vs Portisch;;½-½;11;1986;Bugojno;E12 Queen's Indian
1302. Miles vs Karpov;;½-½;12;1986;Bugojno;E12 Queen's Indian
1303. Karpov vs Kasparov;;½-½;21;1986;Kasparov - Karpov World Championship Rematch;D92 Grunfeld, 5.Bf4
1304. Kasparov vs Karpov;;½-½;52;1986;Kasparov - Karpov World Championship Rematch;E21 Nimzo-Indian, Three Knights
1305. Karpov vs Kasparov;;½-½;35;1986;Kasparov - Karpov World Championship Rematch;E60 King's Indian Defense
1306. Kasparov vs Karpov;;1-0;41;1986;Kasparov - Karpov World Championship Rematch;E21 Nimzo-Indian, Three Knights
1307. Karpov vs Kasparov;;1-0;32;1986;Kasparov - Karpov World Championship Rematch;D82 Grunfeld, 4.Bf4
1308. Kasparov vs Karpov;;½-½;42;1986;Kasparov - Karpov World Championship Rematch;C42 Petrov Defense
1309. Karpov vs Kasparov;;½-½;43;1986;Kasparov - Karpov World Championship Rematch;D31 Queen's Gambit Declined
1310. Kasparov vs Karpov;;1-0;31;1986;Kasparov - Karpov World Championship Rematch;D31 Queen's Gambit Declined
1311. Karpov vs Kasparov;;½-½;20;1986;Kasparov - Karpov World Championship Rematch;D82 Grunfeld, 4.Bf4
1312. Kasparov vs Karpov;;½-½;43;1986;Kasparov - Karpov World Championship Rematch;D55 Queen's Gambit Declined
1313. Karpov vs Kasparov;;½-½;41;1986;Kasparov - Karpov World Championship Rematch;D82 Grunfeld, 4.Bf4
1314. Kasparov vs Karpov;;½-½;34;1986;Kasparov - Karpov World Championship Rematch;D55 Queen's Gambit Declined
1315. Karpov vs Kasparov;;½-½;40;1986;Kasparov - Karpov World Championship Rematch;E60 King's Indian Defense
1316. Kasparov vs Karpov;;1-0;48;1986;Kasparov - Karpov World Championship Rematch;C92 Ruy Lopez, Closed
1317. Karpov vs Kasparov;;½-½;29;1986;Kasparov - Karpov World Championship Rematch;D98 Grunfeld, Russian
1318. Kasparov vs Karpov;;1-0;41;1986;Kasparov - Karpov World Championship Rematch;C92 Ruy Lopez, Closed
1319. Karpov vs Kasparov;;1-0;31;1986;Kasparov - Karpov World Championship Rematch;D98 Grunfeld, Russian
1320. Kasparov vs Karpov;;0-1;58;1986;Kasparov - Karpov World Championship Rematch;E12 Queen's Indian
1321. Karpov vs Kasparov;;1-0;41;1986;Kasparov - Karpov World Championship Rematch;D97 Grunfeld, Russian
1322. Kasparov vs Karpov;;½-½;21;1986;Kasparov - Karpov World Championship Rematch;E06 Catalan, Closed, 5.Nf3
1323. Karpov vs Kasparov;;½-½;49;1986;Kasparov - Karpov World Championship Rematch;E15 Queen's Indian
1324. Kasparov vs Karpov;;1-0;46;1986;Kasparov - Karpov World Championship Rematch;D55 Queen's Gambit Declined
1325. Karpov vs Kasparov;;½-½;38;1986;Kasparov - Karpov World Championship Rematch;A15 English
Game;;Result;Moves;Year;Event/Locale;Opening
1326. Kasparov vs Karpov;;½-½;41;1986;Kasparov - Karpov World Championship Rematch;E16 Queen's Indian
1327. Ljubojevic vs Karpov;;½-½;25;1986;Interpolis 10th;C92 Ruy Lopez, Closed
1328. Portisch vs Karpov;;0-1;61;1986;Interpolis 10th;E17 Queen's Indian
1329. Karpov vs Korchnoi;;½-½;42;1986;Interpolis 10th;E16 Queen's Indian
1330. Beliavsky vs Karpov;;½-½;23;1986;Interpolis 10th;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
1331. Karpov vs Timman;;½-½;33;1986;Interpolis 10th;D98 Grunfeld, Russian
1332. Miles vs Karpov;;½-½;74;1986;Interpolis 10th;E30 Nimzo-Indian, Leningrad
1333. Karpov vs Huebner;;½-½;61;1986;Interpolis 10th;D18 Queen's Gambit Declined Slav, Dutch
1334. Karpov vs Ljubojevic;;½-½;34;1986;Interpolis 10th;B90 Sicilian, Najdorf
1335. Karpov vs Portisch;;½-½;41;1986;Interpolis 10th;E21 Nimzo-Indian, Three Knights
1336. Korchnoi vs Karpov;;0-1;40;1986;Interpolis 10th;A04 Reti Opening
1337. Karpov vs Beliavsky;;0-1;36;1986;Interpolis 10th;D35 Queen's Gambit Declined
1338. Timman vs Karpov;;½-½;79;1986;Interpolis 10th;C92 Ruy Lopez, Closed
1339. Karpov vs Miles;;½-½;26;1986;Interpolis 10th;A57 Benko Gambit
1340. Huebner vs Karpov;;½-½;14;1986;Interpolis 10th;C92 Ruy Lopez, Closed
1341. Ftacnik vs Karpov;;½-½;34;1986;Dubai Olympiad;E17 Queen's Indian
1342. Karpov vs Ribli;;1-0;56;1986;Dubai Olympiad;A30 English, Symmetrical
1343. Ljubojevic vs Karpov;;1-0;49;1986;Dubai Olympiad;C90 Ruy Lopez, Closed
1344. Hjartarson vs Karpov;;½-½;73;1986;Dubai Olympiad;C92 Ruy Lopez, Closed
1345. A Haik vs Karpov;;0-1;43;1986;Dubai Olympiad;A07 King's Indian Attack
1346. Gheorghiu vs Karpov;;½-½;60;1986;Dubai Olympiad;D44 Queen's Gambit Declined Semi-Slav
1347. Karpov vs K Georgiev;;½-½;54;1986;Dubai Olympiad;B77 Sicilian, Dragon, Yugoslav Attack
1348. F Braga vs Karpov;;0-1;39;1986;Dubai Olympiad;B47 Sicilian, Taimanov (Bastrikov) Variation
1349. Karpov vs T Kokkila;;1-0;43;1986;Simul;A84 Dutch
1350. Karpov vs Beliavsky;;1-0;42;1986;5th ECC final;D55 Queen's Gambit Declined
Game;;Result;Moves;Year;Event/Locale;Opening
1351. Karpov vs A Sznapik;;1-0;27;1986;Dubai Olympiad;B78 Sicilian, Dragon, Yugoslav Attack, 10.castle long
1352. Karpov vs O Rubingh;;0-1;47;1986;Simul, 30b;C05 French, Tarrasch
1353. Karpov vs M Hofmann;;0-1;36;1987;Simul;B18 Caro-Kann, Classical
1354. Morales vs Karpov;;½-½;25;1987;Simul;B17 Caro-Kann, Steinitz Variation
1355. Karpov vs Chiburdanidze;;½-½;67;1987;?;A15 English
1356. Karpov vs J Kupper;;1-0;53;1987;Glarus;C16 French, Winawer
1357. Karpov vs B Kamber;;1-0;44;1987;Schweiz;B33 Sicilian
1358. A Sokolov vs Karpov;;½-½;35;1987;Karpov - Sokolov Candidates Final;B10 Caro-Kann
1359. Karpov vs A Sokolov;;1-0;61;1987;Karpov - Sokolov Candidates Final;E15 Queen's Indian
1360. A Sokolov vs Karpov;;½-½;22;1987;Karpov - Sokolov Candidates Final;B17 Caro-Kann, Steinitz Variation
1361. Karpov vs A Sokolov;;½-½;42;1987;Karpov - Sokolov Candidates Final;E15 Queen's Indian
1362. A Sokolov vs Karpov;;½-½;38;1987;Karpov - Sokolov Candidates Final;B17 Caro-Kann, Steinitz Variation
1363. Karpov vs A Sokolov;;1-0;90;1987;Karpov - Sokolov Candidates Final;E15 Queen's Indian
1364. A Sokolov vs Karpov;;½-½;41;1987;Karpov - Sokolov Candidates Final;B17 Caro-Kann, Steinitz Variation
1365. Karpov vs A Sokolov;;½-½;41;1987;Karpov - Sokolov Candidates Final;E15 Queen's Indian
1366. A Sokolov vs Karpov;;½-½;75;1987;Karpov - Sokolov Candidates Final;B12 Caro-Kann Defense
1367. Karpov vs A Sokolov;;1-0;63;1987;Karpov - Sokolov Candidates Final;E15 Queen's Indian
1368. A Sokolov vs Karpov;;0-1;25;1987;Karpov - Sokolov Candidates Final;B10 Caro-Kann
1369. Karpov vs Larsen;;½-½;47;1987;SWIFT Tournament 2nd;B39 Sicilian, Accelerated Fianchetto, Breyer Variation
1370. R Meulders vs Karpov;;0-1;62;1987;SWIFT Tournament 2nd;E41 Nimzo-Indian
1371. Karpov vs Van der Wiel;;½-½;61;1987;SWIFT Tournament 2nd;E98 King's Indian, Orthodox, Taimanov, 9.Ne1
1372. Winants vs Karpov;;½-½;63;1987;SWIFT Tournament 2nd;E16 Queen's Indian
1373. Karpov vs Short;;1-0;44;1987;SWIFT Tournament 2nd;D37 Queen's Gambit Declined
1374. E Torre vs Karpov;;½-½;31;1987;SWIFT Tournament 2nd;E17 Queen's Indian
1375. Karpov vs Tal;;½-½;60;1987;SWIFT Tournament 2nd;A14 English
Game;;Result;Moves;Year;Event/Locale;Opening
1376. Karpov vs Timman;;½-½;67;1987;SWIFT Tournament 2nd;E15 Queen's Indian
1377. Korchnoi vs Karpov;;0-1;47;1987;SWIFT Tournament 2nd;D44 Queen's Gambit Declined Semi-Slav
1378. Karpov vs Kasparov;;½-½;53;1987;SWIFT Tournament 2nd;E60 King's Indian Defense
1379. Ljubojevic vs Karpov;;½-½;14;1987;SWIFT Tournament 2nd;C92 Ruy Lopez, Closed
1380. Karpov vs E Torre;;1-0;37;1987;SWIFT Blitz;B08 Pirc, Classical
1381. E Torre vs Karpov;;½-½;46;1987;SWIFT Blitz;E10 Queen's Pawn Game
1382. Short vs Karpov;;1-0;46;1987;SWIFT Blitz;B10 Caro-Kann
1383. Tal vs Karpov;;1-0;30;1987;SWIFT Blitz;B10 Caro-Kann
1384. Karpov vs Kasparov;;½-½;42;1987;SWIFT Blitz;E64 King's Indian, Fianchetto, Yugoslav System
1385. Kasparov vs Karpov;;1-0;59;1987;SWIFT Blitz;E12 Queen's Indian
1386. Huebner vs Karpov;;0-1;55;1987;SWIFT Blitz;A29 English, Four Knights, Kingside Fianchetto
1387. Karpov vs Huebner;;1-0;63;1987;SWIFT Blitz;D20 Queen's Gambit Accepted
1388. Karpov vs Korchnoi;;0-1;65;1987;SWIFT Blitz;E15 Queen's Indian
1389. Karpov vs Larsen;;1-0;39;1987;SWIFT Blitz;B64 Sicilian, Richter-Rauzer Attack
1390. Karpov vs Ljubojevic;;1-0;51;1987;SWIFT Blitz;E63 King's Indian, Fianchetto, Panno Variation
1391. Karpov vs Short;;1-0;41;1987;SWIFT Blitz;E11 Bogo-Indian Defense
1392. Karpov vs Sosonko;;1-0;34;1987;SWIFT Blitz;B77 Sicilian, Dragon, Yugoslav Attack
1393. Karpov vs Tal;;1-0;51;1987;SWIFT Blitz;D38 Queen's Gambit Declined, Ragozin Variation
1394. Karpov vs Timman;;0-1;55;1987;SWIFT Blitz;E60 King's Indian Defense
1395. Karpov vs Van der Wiel;;1-0;39;1987;SWIFT Blitz;E11 Bogo-Indian Defense
1396. Korchnoi vs Karpov;;1-0;57;1987;SWIFT Blitz;E18 Queen's Indian, Old Main line, 7.Nc3
1397. Larsen vs Karpov;;1-0;43;1987;SWIFT Blitz;E15 Queen's Indian
1398. Ljubojevic vs Karpov;;0-1;44;1987;SWIFT Blitz;D37 Queen's Gambit Declined
1399. Sosonko vs Karpov;;½-½;52;1987;SWIFT Blitz;E01 Catalan, Closed
1400. Timman vs Karpov;;0-1;38;1987;SWIFT Blitz;E15 Queen's Indian
Game;;Result;Moves;Year;Event/Locale;Opening
1401. Van der Wiel vs Karpov;;0-1;59;1987;SWIFT Blitz;C69 Ruy Lopez, Exchange, Gligoric Variation
1402. Karpov vs Eveline Eijkmans;;½-½;23;1987;Simul;A81 Dutch
1403. Korchnoi vs Karpov;;½-½;58;1987;1st Euwe Memorial;A28 English
1404. Timman vs Karpov;;½-½;56;1987;1st Euwe Memorial;D39 Queen's Gambit Declined, Ragozin, Vienna Variation
1405. Karpov vs Van der Wiel;;1-0;39;1987;1st Euwe Memorial;E15 Queen's Indian
1406. Karpov vs Korchnoi;;1-0;37;1987;1st Euwe Memorial;E11 Bogo-Indian Defense
1407. Van der Wiel vs Karpov;;½-½;30;1987;1st Euwe Memorial;B17 Caro-Kann, Steinitz Variation
1408. Karpov vs Timman;;½-½;57;1987;1st Euwe Memorial;E60 King's Indian Defense
1409. Andersson vs Karpov;;½-½;25;1987;Bilbao;E17 Queen's Indian
1410. Karpov vs Illescas Cordoba;;1-0;48;1987;Bilbao;D32 Queen's Gambit Declined, Tarrasch
1411. Ljubojevic vs Karpov;;½-½;16;1987;Bilbao;B10 Caro-Kann
1412. A Sokolov vs Karpov;;½-½;14;1987;Bilbao;C92 Ruy Lopez, Closed
1413. Karpov vs J Fernandez Garcia;;1-0;37;1987;Bilbao;C78 Ruy Lopez
1414. Karpov vs Chiburdanidze;;½-½;18;1987;Bilbao;B30 Sicilian
1415. Karpov vs F Izeta Txabarri;;1-0;54;1987;Bilbao;A35 English, Symmetrical
1416. Karpov vs S Polgar;;1-0;41;1987;Bilbao;A25 English
1417. F J Ochoa vs Karpov;;0-1;50;1987;Bilbao;C67 Ruy Lopez
1418. Karpov vs Kasparov;;½-½;30;1987;Kasparov - Karpov World Championship Match;E60 King's Indian Defense
1419. Kasparov vs Karpov;;0-1;32;1987;Kasparov - Karpov World Championship Match;A29 English, Four Knights, Kingside Fianchetto
1420. Karpov vs Kasparov;;½-½;29;1987;Kasparov - Karpov World Championship Match;E60 King's Indian Defense
1421. Kasparov vs Karpov;;1-0;41;1987;Kasparov - Karpov World Championship Match;A29 English, Four Knights, Kingside Fianchetto
1422. Karpov vs Kasparov;;1-0;38;1987;Kasparov - Karpov World Championship Match;D87 Grunfeld, Exchange
1423. Kasparov vs Karpov;;½-½;28;1987;Kasparov - Karpov World Championship Match;A25 English
1424. Karpov vs Kasparov;;½-½;79;1987;Kasparov - Karpov World Championship Match;D87 Grunfeld, Exchange
1425. Kasparov vs Karpov;;1-0;50;1987;Kasparov - Karpov World Championship Match;A21 English
Game;;Result;Moves;Year;Event/Locale;Opening
1426. Karpov vs Kasparov;;½-½;70;1987;Kasparov - Karpov World Championship Match;D87 Grunfeld, Exchange
1427. Kasparov vs Karpov;;½-½;20;1987;Kasparov - Karpov World Championship Match;B17 Caro-Kann, Steinitz Variation
1428. Karpov vs Kasparov;;0-1;50;1987;Kasparov - Karpov World Championship Match;D87 Grunfeld, Exchange
1429. Kasparov vs Karpov;;½-½;21;1987;Kasparov - Karpov World Championship Match;D31 Queen's Gambit Declined
1430. Karpov vs Kasparov;;½-½;36;1987;Kasparov - Karpov World Championship Match;D85 Grunfeld
1431. Kasparov vs Karpov;;½-½;21;1987;Kasparov - Karpov World Championship Match;B17 Caro-Kann, Steinitz Variation
1432. Karpov vs Kasparov;;½-½;43;1987;Kasparov - Karpov World Championship Match;D97 Grunfeld, Russian
1433. Kasparov vs Karpov;;0-1;41;1987;Kasparov - Karpov World Championship Match;A29 English, Four Knights, Kingside Fianchetto
1434. Karpov vs Kasparov;;½-½;46;1987;Kasparov - Karpov World Championship Match;E97 King's Indian
1435. Kasparov vs Karpov;;½-½;40;1987;Kasparov - Karpov World Championship Match;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
1436. Karpov vs Kasparov;;½-½;62;1987;Kasparov - Karpov World Championship Match;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
1437. Kasparov vs Karpov;;½-½;37;1987;Kasparov - Karpov World Championship Match;D53 Queen's Gambit Declined
1438. Karpov vs Kasparov;;½-½;28;1987;Kasparov - Karpov World Championship Match;D97 Grunfeld, Russian
1439. Kasparov vs Karpov;;½-½;19;1987;Kasparov - Karpov World Championship Match;D37 Queen's Gambit Declined
1440. Karpov vs Kasparov;;1-0;57;1987;Kasparov - Karpov World Championship Match;A34 English, Symmetrical
1441. Kasparov vs Karpov;;1-0;64;1987;Kasparov - Karpov World Championship Match;A13 English
1442. Adianto vs Karpov;;0-1;38;1988;?;E15 Queen's Indian
1443. Karpov vs Dlugy;;1-0;41;1988;?;D20 Queen's Gambit Accepted
1444. Karpov vs Seirawan;;½-½;50;1988;?;E11 Bogo-Indian Defense
1445. Roseliani vs Karpov;;0-1;28;1988;?;B43 Sicilian, Kan, 5.Nc3
1446. Timman vs Karpov;;½-½;20;1988;Brussels;C45 Scotch Game
1447. Karpov vs O Dzyuban;;½-½;19;1988;Riga;B46 Sicilian, Taimanov Variation
1448. Karpov vs A Kveinys;;1-0;20;1988;Riga;B50 Sicilian
1449. Karpov vs S Savchenko;;1-0;36;1988;Riga;C05 French, Tarrasch
1450. Karpov vs D Vucenovic;;1-0;34;1988;Simul;E73 King's Indian
Game;;Result;Moves;Year;Event/Locale;Opening
1451. Karpov vs A Blank;;1-0;21;1988;Simul;E73 King's Indian
1452. Karpov vs Marcel Gallati;;1-0;28;1988;Simul;E81 King's Indian, Samisch
1453. Karpov vs D Vucenovic;;1-0;35;1988;Simul;E73 King's Indian
1454. Karpov vs Karl Wilhelm;;1-0;32;1988;Simul;E67 King's Indian, Fianchetto
1455. Karpov vs D Rottmann;;1-0;32;1988;Simul;A18 English, Mikenas-Carls
1456. Karpov vs H Schmidhauser;;1-0;26;1988;Simul;A18 English, Mikenas-Carls
1457. Karpov vs C Hansen;;1-0;58;1988;Hoogovens;E32 Nimzo-Indian, Classical
1458. Karpov vs P Nikolic;;0-1;42;1988;Hoogovens;A25 English
1459. S Agdestein vs Karpov;;½-½;63;1988;Hoogovens;D94 Grunfeld
1460. Karpov vs Van der Sterren;;1-0;38;1988;Hoogovens;C97 Ruy Lopez, Closed, Chigorin
1461. Piket vs Karpov;;½-½;44;1988;Hoogovens;D37 Queen's Gambit Declined
1462. Karpov vs K Georgiev;;1-0;41;1988;Hoogovens;A10 English
1463. Tal vs Karpov;;½-½;14;1988;Hoogovens;A15 English
1464. Karpov vs Van der Wiel;;1-0;35;1988;Hoogovens;A13 English
1465. Sosonko vs Karpov;;½-½;16;1988;Hoogovens;E04 Catalan, Open, 5.Nf3
1466. Karpov vs Ljubojevic;;1-0;63;1988;Hoogovens;D30 Queen's Gambit Declined
1467. Huebner vs Karpov;;½-½;13;1988;Hoogovens;B17 Caro-Kann, Steinitz Variation
1468. Karpov vs I Farago;;1-0;40;1988;Hoogovens;C18 French, Winawer
1469. Andersson vs Karpov;;½-½;36;1988;Hoogovens;A13 English
1470. Ljubojevic vs Karpov;;1-0;42;1988;Rapid Match;B10 Caro-Kann
1471. Ljubojevic vs Karpov;;0-1;54;1988;Rapid Match;C69 Ruy Lopez, Exchange, Gligoric Variation
1472. Karpov vs Ljubojevic;;1-0;38;1988;Rapid Match;E32 Nimzo-Indian, Classical
1473. Chernin vs Karpov;;1-0;43;1988;Wch-blitz;E12 Queen's Indian
1474. Chernin vs Karpov;;1-0;57;1988;Wch-blitz;A14 English
1475. Karpov vs Chernin;;½-½;30;1988;Wch-blitz;A12 English with b3
Game;;Result;Moves;Year;Event/Locale;Opening
1476. Karpov vs Chernin;;1-0;37;1988;Wch-blitz;C07 French, Tarrasch
1477. Karpov vs K Shirazi;;1-0;39;1988;Wch-blitz;A53 Old Indian
1478. K Shirazi vs Karpov;;0-1;41;1988;Wch-blitz;A46 Queen's Pawn Game
1479. K Shirazi vs Karpov;;0-1;34;1988;Wch-blitz;A46 Queen's Pawn Game
1480. Timman vs Karpov;;½-½;16;1988;2nd Euwe Memorial;B10 Caro-Kann
1481. Karpov vs Short;;1-0;38;1988;2nd Euwe Memorial;E15 Queen's Indian
1482. Ljubojevic vs Karpov;;1-0;37;1988;2nd Euwe Memorial;A07 King's Indian Attack
1483. Karpov vs Timman;;1-0;73;1988;2nd Euwe Memorial;E64 King's Indian, Fianchetto, Yugoslav System
1484. Karpov vs Ljubojevic;;½-½;79;1988;2nd Euwe Memorial;D11 Queen's Gambit Declined Slav
1485. Short vs Karpov;;½-½;10;1988;2nd Euwe Memorial;B17 Caro-Kann, Steinitz Variation
1486. Salov vs Karpov;;½-½;30;1988;Brussels World Cup;E15 Queen's Indian
1487. Karpov vs J Nogueiras;;1-0;52;1988;Brussels World Cup;C18 French, Winawer
1488. Tal vs Karpov;;½-½;14;1988;Brussels World Cup;C85 Ruy Lopez, Exchange Variation Doubly Deferred (DERLD)
1489. Karpov vs Portisch;;½-½;56;1988;Brussels World Cup;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
1490. Beliavsky vs Karpov;;1-0;60;1988;Brussels World Cup;E06 Catalan, Closed, 5.Nf3
1491. Karpov vs Timman;;1-0;41;1988;Brussels World Cup;D20 Queen's Gambit Accepted
1492. Nunn vs Karpov;;½-½;12;1988;Brussels World Cup;B17 Caro-Kann, Steinitz Variation
1493. Karpov vs A Sokolov;;1-0;51;1988;Brussels World Cup;D37 Queen's Gambit Declined
1494. Ljubojevic vs Karpov;;0-1;53;1988;Brussels World Cup;A07 King's Indian Attack
1495. Karpov vs Speelman;;1-0;41;1988;Brussels World Cup;D20 Queen's Gambit Accepted
1496. P Nikolic vs Karpov;;½-½;41;1988;Brussels World Cup;E04 Catalan, Open, 5.Nf3
1497. Karpov vs Korchnoi;;1-0;60;1988;Brussels World Cup;A33 English, Symmetrical
1498. Seirawan vs Karpov;;½-½;38;1988;Brussels World Cup;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
1499. Sax vs Karpov;;½-½;11;1988;Brussels World Cup;B18 Caro-Kann, Classical
1500. Winants vs Karpov;;0-1;43;1988;Brussels World Cup;E15 Queen's Indian
Game;;Result;Moves;Year;Event/Locale;Opening
1501. Karpov vs Andersson;;½-½;62;1988;Brussels World Cup;E11 Bogo-Indian Defense
1502. Timman vs Karpov;;½-½;27;1988;Amsterdam Optiebeurs;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
1503. Van der Wiel vs Karpov;;0-1;40;1988;Amsterdam Optiebeurs;B17 Caro-Kann, Steinitz Variation
1504. Karpov vs Kasparov;;½-½;37;1988;Amsterdam Optiebeurs;D76 Neo-Grunfeld, 6.cd Nxd5, 7.O-O Nb6
1505. Karpov vs Timman;;½-½;23;1988;Amsterdam Optiebeurs;B08 Pirc, Classical
1506. Kasparov vs Karpov;;1-0;39;1988;Amsterdam Optiebeurs;B17 Caro-Kann, Steinitz Variation
1507. Karpov vs Van der Wiel;;1-0;39;1988;Amsterdam Optiebeurs;E17 Queen's Indian
1508. Timman vs Karpov;;½-½;42;1988;Amsterdam Optiebeurs;B17 Caro-Kann, Steinitz Variation
1509. Van der Wiel vs Karpov;;½-½;41;1988;Amsterdam Optiebeurs;B17 Caro-Kann, Steinitz Variation
1510. Karpov vs Kasparov;;½-½;58;1988;Amsterdam Optiebeurs;D87 Grunfeld, Exchange
1511. Karpov vs Timman;;½-½;43;1988;Amsterdam Optiebeurs;D20 Queen's Gambit Accepted
1512. Kasparov vs Karpov;;1-0;63;1988;Amsterdam Optiebeurs;B17 Caro-Kann, Steinitz Variation
1513. Karpov vs Van der Wiel;;1-0;61;1988;Amsterdam Optiebeurs;E62 King's Indian, Fianchetto
1514. Karpov vs Tukmakov;;1-0;30;1988;EUR-ch rapid;D17 Queen's Gambit Declined Slav
1515. Sax vs Karpov;;½-½;15;1988;EUR-ch rapid;B17 Caro-Kann, Steinitz Variation
1516. Karpov vs G Kuzmin;;1-0;46;1988;EUR-ch rapid;D38 Queen's Gambit Declined, Ragozin Variation
1517. Karpov vs Yudasin;;1-0;30;1988;EUR-ch rapid;A13 English
1518. A Sokolov vs Karpov;;1-0;75;1988;Belfort World Cup;B17 Caro-Kann, Steinitz Variation
1519. Karpov vs Hjartarson;;1-0;53;1988;Belfort World Cup;D37 Queen's Gambit Declined
1520. Yusupov vs Karpov;;½-½;24;1988;Belfort World Cup;E04 Catalan, Open, 5.Nf3
1521. Karpov vs Ljubojevic;;½-½;45;1988;Belfort World Cup;E34 Nimzo-Indian, Classical, Noa Variation
1522. J Nogueiras vs Karpov;;0-1;43;1988;Belfort World Cup;D26 Queen's Gambit Accepted
1523. Karpov vs Andersson;;½-½;77;1988;Belfort World Cup;E11 Bogo-Indian Defense
1524. Ribli vs Karpov;;½-½;19;1988;Belfort World Cup;E19 Queen's Indian, Old Main line, 9.Qxc3
1525. Karpov vs Beliavsky;;1-0;60;1988;Belfort World Cup;D35 Queen's Gambit Declined
Game;;Result;Moves;Year;Event/Locale;Opening
1526. Huebner vs Karpov;;½-½;82;1988;Belfort World Cup;B17 Caro-Kann, Steinitz Variation
1527. Karpov vs Ehlvest;;1-0;48;1988;Belfort World Cup;D24 Queen's Gambit Accepted
1528. Timman vs Karpov;;0-1;69;1988;Belfort World Cup;B12 Caro-Kann Defense
1529. Karpov vs Short;;½-½;47;1988;Belfort World Cup;D58 Queen's Gambit Declined, Tartakower (Makagonov-Bondarevsky) Syst
1530. Speelman vs Karpov;;½-½;21;1988;Belfort World Cup;C95 Ruy Lopez, Closed, Breyer
